"VAR1" "WAVE_NON" "TREE_NO" "año" "conos" "DBH" "crecimiento"
"978" "Fajita" "n" "741" 1992 0 8.5 22
"979" "Fajita" "n" "741" 1993 7 8.5 11
"980" "Fajita" "n" "741" 1994 32 8.5 18
"981" "Fajita" "n" "741" 1995 0 8.5 19
"982" "Fajita" "n" "741" 1996 0 8.5 20
"983" "Fajita" "n" "741" 1997 0 8.5 21
"984" "Fajita" "n" "741" 1998 33 8.5 11
"985" "Fajita" "n" "744" 1991 NA 6.1 12
"986" "Fajita" "n" "744" 1992 0 6.1 13
"987" "Fajita" "n" "744" 1993 0 6.1 13
"988" "Fajita" "n" "744" 1994 15 6.1 16
"989" "Fajita" "n" "744" 1995 0 6.1 12
"990" "Fajita" "n" "744" 1996 0 6.1 10
"991" "Fajita" "n" "744" 1997 0 6.1 11
"992" "Fajita" "n" "744" 1998 32 6.1 7
"993" "Fajita" "n" "747" 1991 0 5.7 12
"994" "Fajita" "n" "747" 1992 0 5.7 15
"995" "Fajita" "n" "747" 1993 0 5.7 15
"996" "Fajita" "n" "747" 1994 0 5.7 15
"997" "Fajita" "n" "747" 1995 1 5.7 14
"998" "Fajita" "n" "747" 1996 0 5.7 17
"999" "Fajita" "n" "747" 1997 0 5.7 19
"1000" "Fajita" "n" "747" 1998 2 5.7 15
"1001" "Fajita" "n" "750" 1991 NA 7.5 NA
"1002" "Fajita" "n" "750" 1992 NA 7.5 9
"1003" "Fajita" "n" "750" 1993 0 7.5 10
"1004" "Fajita" "n" "750" 1994 0 7.5 8
"1005" "Fajita" "n" "750" 1995 0 7.5 12
"1006" "Fajita" "n" "750" 1996 0 7.5 12
"1007" "Fajita" "n" "750" 1997 0 7.5 16
"1008" "Fajita" "n" "750" 1998 2 7.5 12
"1009" "Fajita" "n" "751" 1991 0 5.6 12
"1010" "Fajita" "n" "751" 1992 0 5.6 10
"1011" "Fajita" "n" "751" 1993 3 5.6 14
"1012" "Fajita" "n" "751" 1994 2 5.6 11
"1013" "Fajita" "n" "751" 1995 0 5.6 9
"1014" "Fajita" "n" "751" 1996 0 5.6 8
"1015" "Fajita" "n" "751" 1997 0 5.6 10
"1016" "Fajita" "n" "751" 1998 11 5.6 12
"1017" "Fajita" "n" "752" 1991 0 8 12
"1018" "Fajita" "n" "752" 1992 0 8 20
"1019" "Fajita" "n" "752" 1993 10 8 10
"1020" "Fajita" "n" "752" 1994 33 8 9
"1021" "Fajita" "n" "752" 1995 10 8 9
"1022" "Fajita" "n" "752" 1996 0 8 8
"1023" "Fajita" "n" "752" 1997 16 8 8
"1024" "Fajita" "n" "752" 1998 18 8 6
"1025" "Fajita" "n" "754" 1991 0 6.5 16
"1026" "Fajita" "n" "754" 1992 0 6.5 12
"1027" "Fajita" "n" "754" 1993 2 6.5 9
"1028" "Fajita" "n" "754" 1994 12 6.5 18
"1029" "Fajita" "n" "754" 1995 11 6.5 11
"1030" "Fajita" "n" "754" 1996 4 6.5 8
"1031" "Fajita" "n" "754" 1997 6 6.5 9
"1032" "Fajita" "n" "754" 1998 26 6.5 5
"1033" "Fajita" "n" "755" 1991 0 9.6 12
"1034" "Fajita" "n" "755" 1992 11 9.6 11
"1035" "Fajita" "n" "755" 1993 0 9.6 7
"1036" "Fajita" "n" "755" 1994 0 9.6 6
"1037" "Fajita" "n" "755" 1995 8 9.6 4
"1038" "Fajita" "n" "755" 1996 4 9.6 7
"1039" "Fajita" "n" "755" 1997 7 9.6 6
"1040" "Fajita" "n" "755" 1998 16 9.6 6
"1041" "Fajita" "n" "757" 1991 0 6.1 NA
"1042" "Fajita" "n" "757" 1992 0 6.1 14
"1043" "Fajita" "n" "757" 1993 0 6.1 14
"1044" "Fajita" "n" "757" 1994 0 6.1 16
"1045" "Fajita" "n" "757" 1995 0 6.1 12
"1046" "Fajita" "n" "757" 1996 0 6.1 15
"1047" "Fajita" "n" "757" 1997 0 6.1 13
"1048" "Fajita" "n" "757" 1998 0 6.1 6
"1049" "Fajita" "n" "766" 1991 0 7.9 10
"1050" "Fajita" "n" "766" 1992 0 7.9 12
"1051" "Fajita" "n" "766" 1993 6 7.9 18
"1052" "Fajita" "n" "766" 1994 7 7.9 19
"1053" "Fajita" "n" "766" 1995 0 7.9 10
"1054" "Fajita" "n" "766" 1996 0 7.9 11
"1055" "Fajita" "n" "766" 1997 0 7.9 17
"1056" "Fajita" "n" "766" 1998 4 7.9 11
"1057" "Fajita" "n" "769" 1991 0 5.9 14
"1058" "Fajita" "n" "769" 1992 0 5.9 14
"1059" "Fajita" "n" "769" 1993 1 5.9 11
"1060" "Fajita" "n" "769" 1994 2 5.9 20
"1061" "Fajita" "n" "769" 1995 0 5.9 13
"1062" "Fajita" "n" "769" 1996 0 5.9 17
"1063" "Fajita" "n" "769" 1997 1 5.9 18
"1064" "Fajita" "n" "769" 1998 1 5.9 12
"1065" "Fajita" "n" "776" 1991 0 11 17
"1066" "Fajita" "n" "776" 1992 0 11 16
"1067" "Fajita" "n" "776" 1993 5 11 12
"1068" "Fajita" "n" "776" 1994 35 11 14
"1069" "Fajita" "n" "776" 1995 0 11 6
"1070" "Fajita" "n" "776" 1996 2 11 8
"1071" "Fajita" "n" "776" 1997 4 11 6
"1072" "Fajita" "n" "776" 1998 41 11 3
"1073" "Fajita" "n" "791" 1991 NA 10.7 11
"1074" "Fajita" "n" "791" 1992 0 10.7 8
"1075" "Fajita" "n" "791" 1993 4 10.7 11
"1076" "Fajita" "n" "791" 1994 15 10.7 10
"1077" "Fajita" "n" "791" 1995 0 10.7 7
"1078" "Fajita" "n" "791" 1996 1 10.7 12
"1079" "Fajita" "n" "791" 1997 2 10.7 18
"1080" "Fajita" "n" "791" 1998 20 10.7 18
"1081" "Fajita" "n" "794" 1991 NA 6.9 NA
"1082" "Fajita" "n" "794" 1992 NA 6.9 10
"1083" "Fajita" "n" "794" 1993 NA 6.9 10
"1084" "Fajita" "n" "794" 1994 0 6.9 10
"1085" "Fajita" "n" "794" 1995 0 6.9 8
"1086" "Fajita" "n" "794" 1996 0 6.9 11
"1087" "Fajita" "n" "794" 1997 0 6.9 15
"1088" "Fajita" "n" "794" 1998 19 6.9 10
"1089" "Fajita" "n" "797" 1991 0 8.2 24
"1090" "Fajita" "n" "797" 1992 0 8.2 16
"1091" "Fajita" "n" "797" 1993 0 8.2 14
"1092" "Fajita" "n" "797" 1994 6 8.2 13
"1093" "Fajita" "n" "797" 1995 0 8.2 15
"1094" "Fajita" "n" "797" 1996 0 8.2 12
"1095" "Fajita" "n" "797" 1997 0 8.2 23
"1096" "Fajita" "n" "797" 1998 5 8.2 14
"1097" "Fajita" "n" "806" 1991 0 12.8 12
"1098" "Fajita" "n" "806" 1992 0 12.8 21
"1099" "Fajita" "n" "806" 1993 10 12.8 8
"1100" "Fajita" "n" "806" 1994 68 12.8 7
"1101" "Fajita" "n" "806" 1995 7 12.8 13
"1102" "Fajita" "n" "806" 1996 11 12.8 12
"1103" "Fajita" "n" "806" 1997 0 12.8 10
"1104" "Fajita" "n" "806" 1998 33 12.8 15
"1105" "Fajita" "n" "809" 1991 NA 10.3 14
"1106" "Fajita" "n" "809" 1992 0 10.3 12
"1107" "Fajita" "n" "809" 1993 0 10.3 12
"1108" "Fajita" "n" "809" 1994 35 10.3 11
"1109" "Fajita" "n" "809" 1995 0 10.3 12
"1110" "Fajita" "n" "809" 1996 8 10.3 11
"1111" "Fajita" "n" "809" 1997 0 10.3 17
"1112" "Fajita" "n" "809" 1998 58 10.3 14
"1113" "Fajita" "n" "816" 1991 0 12.8 11
"1114" "Fajita" "n" "816" 1992 0 12.8 13
"1115" "Fajita" "n" "816" 1993 22 12.8 12
"1116" "Fajita" "n" "816" 1994 31 12.8 24
"1117" "Fajita" "n" "816" 1995 0 12.8 16
"1118" "Fajita" "n" "816" 1996 4 12.8 20
"1119" "Fajita" "n" "816" 1997 5 12.8 23
"1120" "Fajita" "n" "816" 1998 45 12.8 17
"1121" "Fajita" "n" "817" 1991 NA 11.7 NA
"1122" "Fajita" "n" "817" 1992 NA 11.7 NA
"1123" "Fajita" "n" "817" 1993 NA 11.7 11
"1124" "Fajita" "n" "817" 1994 NA 11.7 10
"1125" "Fajita" "n" "817" 1995 5 11.7 14
"1126" "Fajita" "n" "817" 1996 3 11.7 16
"1127" "Fajita" "n" "817" 1997 11 11.7 19
"1128" "Fajita" "n" "817" 1998 5 11.7 16
"1129" "Fajita" "n" "827" 1991 0 12.5 24
"1130" "Fajita" "n" "827" 1992 0 12.5 17
"1131" "Fajita" "n" "827" 1993 11 12.5 22
"1132" "Fajita" "n" "827" 1994 99 12.5 21
"1133" "Fajita" "n" "827" 1995 1 12.5 25
"1134" "Fajita" "n" "827" 1996 2 12.5 25
"1135" "Fajita" "n" "827" 1997 0 12.5 32
"1136" "Fajita" "n" "827" 1998 40 12.5 23
"1137" "Fajita" "n" "836" 1991 0 13.7 28
"1138" "Fajita" "n" "836" 1992 0 13.7 22
"1139" "Fajita" "n" "836" 1993 21 13.7 16
"1140" "Fajita" "n" "836" 1994 81 13.7 13
"1141" "Fajita" "n" "836" 1995 0 13.7 12
"1142" "Fajita" "n" "836" 1996 0 13.7 23
"1143" "Fajita" "n" "836" 1997 0 13.7 22
"1144" "Fajita" "n" "836" 1998 64 13.7 14
"1145" "Fajita" "n" "841" 1991 0 NA 36
"1146" "Fajita" "n" "841" 1992 0 NA 13
"1147" "Fajita" "n" "841" 1993 6 NA 22
"1148" "Fajita" "n" "841" 1994 46 NA 10
"1149" "Fajita" "n" "841" 1995 0 NA 11
"1150" "Fajita" "n" "841" 1996 0 NA 24
"1151" "Fajita" "n" "841" 1997 0 NA 18
"1152" "Fajita" "n" "841" 1998 68 NA 14
"1153" "Fajita" "n" "906" 1991 0 9.1 18
"1154" "Fajita" "n" "906" 1992 0 9.1 20
"1155" "Fajita" "n" "906" 1993 0 9.1 14
"1156" "Fajita" "n" "906" 1994 15 9.1 13
"1157" "Fajita" "n" "906" 1995 0 9.1 25
"1158" "Fajita" "n" "906" 1996 0 9.1 20
"1159" "Fajita" "n" "906" 1997 0 9.1 23
"1160" "Fajita" "n" "906" 1998 10 9.1 20
"1161" "Fajita" "n" "907" 1991 0 8.9 15
"1162" "Fajita" "n" "907" 1992 0 8.9 13
"1163" "Fajita" "n" "907" 1993 0 8.9 13
"1164" "Fajita" "n" "907" 1994 32 8.9 10
"1165" "Fajita" "n" "907" 1995 0 8.9 11
"1166" "Fajita" "n" "907" 1996 0 8.9 13
"1167" "Fajita" "n" "907" 1997 0 8.9 12
"1168" "Fajita" "n" "907" 1998 13 8.9 10
"1169" "Fajita" "n" "908" 1991 0 8.7 17
"1170" "Fajita" "n" "908" 1992 0 8.7 22
"1171" "Fajita" "n" "908" 1993 0 8.7 12
"1172" "Fajita" "n" "908" 1994 41 8.7 11
"1173" "Fajita" "n" "908" 1995 0 8.7 10
"1174" "Fajita" "n" "908" 1996 0 8.7 18
"1175" "Fajita" "n" "908" 1997 0 8.7 NA
"1176" "Fajita" "n" "908" 1998 16 8.7 NA
"1177" "Fajita" "n" "909" 1991 0 11 20
"1178" "Fajita" "n" "909" 1992 0 11 15
"1179" "Fajita" "n" "909" 1993 0 11 11
"1180" "Fajita" "n" "909" 1994 64 11 15
"1181" "Fajita" "n" "909" 1995 0 11 17
"1182" "Fajita" "n" "909" 1996 0 11 14
"1183" "Fajita" "n" "909" 1997 0 11 14
"1184" "Fajita" "n" "909" 1998 45 11 9
"1185" "Fajita" "n" "910" 1991 0 6.6 12
"1186" "Fajita" "n" "910" 1992 0 6.6 11
"1187" "Fajita" "n" "910" 1993 0 6.6 10
"1188" "Fajita" "n" "910" 1994 28 6.6 7
"1189" "Fajita" "n" "910" 1995 0 6.6 6
"1190" "Fajita" "n" "910" 1996 0 6.6 7
"1191" "Fajita" "n" "910" 1997 0 6.6 10
"1192" "Fajita" "n" "910" 1998 0 6.6 16
"1193" "Fajita" "n" "913" 1991 0 7.1 15
"1194" "Fajita" "n" "913" 1992 0 7.1 14
"1195" "Fajita" "n" "913" 1993 0 7.1 14
"1196" "Fajita" "n" "913" 1994 17 7.1 11
"1197" "Fajita" "n" "913" 1995 0 7.1 11
"1198" "Fajita" "n" "913" 1996 0 7.1 13
"1199" "Fajita" "n" "913" 1997 0 7.1 14
"1200" "Fajita" "n" "913" 1998 0 7.1 11
"1201" "Fajita" "n" "918" 1991 0 9 25
"1202" "Fajita" "n" "918" 1992 0 9 15
"1203" "Fajita" "n" "918" 1993 0 9 17
"1204" "Fajita" "n" "918" 1994 65 9 10
"1205" "Fajita" "n" "918" 1995 0 9 11
"1206" "Fajita" "n" "918" 1996 0 9 14
"1207" "Fajita" "n" "918" 1997 0 9 14
"1208" "Fajita" "n" "918" 1998 26 9 10
"1209" "Fajita" "n" "920" 1991 0 12.4 23
"1210" "Fajita" "n" "920" 1992 0 12.4 14
"1211" "Fajita" "n" "920" 1993 0 12.4 17
"1212" "Fajita" "n" "920" 1994 41 12.4 22
"1213" "Fajita" "n" "920" 1995 0 12.4 21
"1214" "Fajita" "n" "920" 1996 0 12.4 22
"1215" "Fajita" "n" "920" 1997 0 12.4 26
"1216" "Fajita" "n" "920" 1998 28 12.4 15
"1217" "Fajita" "n" "930" 1991 0 12.1 26
"1218" "Fajita" "n" "930" 1992 0 12.1 17
"1219" "Fajita" "n" "930" 1993 0 12.1 14
"1220" "Fajita" "n" "930" 1994 66 12.1 11
"1221" "Fajita" "n" "930" 1995 0 12.1 12
"1222" "Fajita" "n" "930" 1996 0 12.1 14
"1223" "Fajita" "n" "930" 1997 0 12.1 16
"1224" "Fajita" "n" "930" 1998 21 12.1 12
"1225" "Fajita" "n" "934" 1991 0 7.5 16
"1226" "Fajita" "n" "934" 1992 0 7.5 11
"1227" "Fajita" "n" "934" 1993 0 7.5 9
"1228" "Fajita" "n" "934" 1994 10 7.5 10
"1229" "Fajita" "n" "934" 1995 0 7.5 10
"1230" "Fajita" "n" "934" 1996 0 7.5 12
"1231" "Fajita" "n" "934" 1997 0 7.5 13
"1232" "Fajita" "n" "934" 1998 0 7.5 10
"1233" "Fajita" "n" "935" 1991 0 9 18
"1234" "Fajita" "n" "935" 1992 0 9 18
"1235" "Fajita" "n" "935" 1993 0 9 15
"1236" "Fajita" "n" "935" 1994 39 9 28
"1237" "Fajita" "n" "935" 1995 0 9 16
"1238" "Fajita" "n" "935" 1996 0 9 14
"1239" "Fajita" "n" "935" 1997 0 9 18
"1240" "Fajita" "n" "935" 1998 26 9 15
"1241" "Fajita" "n" "936" 1991 0 8 25
"1242" "Fajita" "n" "936" 1992 0 8 13
"1243" "Fajita" "n" "936" 1993 0 8 14
"1244" "Fajita" "n" "936" 1994 29 8 11
"1245" "Fajita" "n" "936" 1995 0 8 14
"1246" "Fajita" "n" "936" 1996 0 8 14
"1247" "Fajita" "n" "936" 1997 0 8 17
"1248" "Fajita" "n" "936" 1998 21 8 11
"1249" "Fajita" "n" "937" 1991 0 10.9 17
"1250" "Fajita" "n" "937" 1992 0 10.9 11
"1251" "Fajita" "n" "937" 1993 0 10.9 12
"1252" "Fajita" "n" "937" 1994 23 10.9 10
"1253" "Fajita" "n" "937" 1995 0 10.9 10
"1254" "Fajita" "n" "937" 1996 0 10.9 14
"1255" "Fajita" "n" "937" 1997 0 10.9 17
"1256" "Fajita" "n" "937" 1998 4 10.9 16
"1257" "Fajita" "n" "941" 1991 0 9.2 21
"1258" "Fajita" "n" "941" 1992 0 9.2 13
"1259" "Fajita" "n" "941" 1993 0 9.2 12
"1260" "Fajita" "n" "941" 1994 25 9.2 12
"1261" "Fajita" "n" "941" 1995 0 9.2 13
"1262" "Fajita" "n" "941" 1996 0 9.2 15
"1263" "Fajita" "n" "941" 1997 0 9.2 20
"1264" "Fajita" "n" "941" 1998 5 9.2 16
"1265" "Fajita" "n" "946" 1991 0 10.1 23
"1266" "Fajita" "n" "946" 1992 0 10.1 15
"1267" "Fajita" "n" "946" 1993 0 10.1 16
"1268" "Fajita" "n" "946" 1994 63 10.1 10
"1269" "Fajita" "n" "946" 1995 0 10.1 13
"1270" "Fajita" "n" "946" 1996 0 10.1 22
"1271" "Fajita" "n" "946" 1997 0 10.1 31
"1272" "Fajita" "n" "946" 1998 0 10.1 13
"1273" "Fajita" "n" "948" 1991 0 12.1 31
"1274" "Fajita" "n" "948" 1992 0 12.1 19
"1275" "Fajita" "n" "948" 1993 0 12.1 16
"1276" "Fajita" "n" "948" 1994 67 12.1 11
"1277" "Fajita" "n" "948" 1995 0 12.1 18
"1278" "Fajita" "n" "948" 1996 0 12.1 19
"1279" "Fajita" "n" "948" 1997 0 12.1 21
"1280" "Fajita" "n" "948" 1998 52 12.1 14
"1281" "Fajita" "n" "960" 1991 0 7 31
"1282" "Fajita" "n" "960" 1992 0 7 21
"1283" "Fajita" "n" "960" 1993 0 7 14
"1284" "Fajita" "n" "960" 1994 10 7 10
"1285" "Fajita" "n" "960" 1995 0 7 12
"1286" "Fajita" "n" "960" 1996 2 7 19
"1287" "Fajita" "n" "960" 1997 0 7 16
"1288" "Fajita" "n" "960" 1998 10 7 13
"1289" "Fajita" "n" "961" 1991 0 6.8 37
"1290" "Fajita" "n" "961" 1992 0 6.8 30
"1291" "Fajita" "n" "961" 1993 0 6.8 20
"1292" "Fajita" "n" "961" 1994 8 6.8 22
"1293" "Fajita" "n" "961" 1995 0 6.8 21
"1294" "Fajita" "n" "961" 1996 0 6.8 18
"1295" "Fajita" "n" "961" 1997 0 6.8 19
"1296" "Fajita" "n" "961" 1998 0 6.8 16
"1297" "Fajita" "n" "S1" 1991 0 NA 10
"1298" "Fajita" "n" "S1" 1992 0 NA 7
"1299" "Fajita" "n" "S1" 1993 0 NA 6
"1300" "Fajita" "n" "S1" 1994 11 NA 7
"1301" "Fajita" "n" "S1" 1995 15 NA 6
"1302" "Fajita" "n" "S1" 1996 5 NA 9
"1303" "Fajita" "n" "S1" 1997 0 NA 10
"1304" "Fajita" "n" "S1" 1998 29 NA 12
"1305" "Fajita" "n" "S2" 1991 0 NA 8
"1306" "Fajita" "n" "S2" 1992 1 NA 7
"1307" "Fajita" "n" "S2" 1993 0 NA 14
"1308" "Fajita" "n" "S2" 1994 12 NA 16
"1309" "Fajita" "n" "S2" 1995 0 NA 14
"1310" "Fajita" "n" "S2" 1996 0 NA 15
"1311" "Fajita" "n" "S2" 1997 0 NA 20
"1312" "Fajita" "n" "S2" 1998 9 NA 13
"1313" "Fajita" "n" "S3" 1991 NA NA NA
"1314" "Fajita" "n" "S3" 1992 NA NA 14
"1315" "Fajita" "n" "S3" 1993 0 NA 20
"1316" "Fajita" "n" "S3" 1994 7 NA 20
"1317" "Fajita" "n" "S3" 1995 1 NA 17
"1318" "Fajita" "n" "S3" 1996 4 NA 24
"1319" "Fajita" "n" "S3" 1997 0 NA 24
"1320" "Fajita" "n" "S3" 1998 28 NA 18
"1321" "Fajita" "n" "S4" 1991 NA NA NA
"1322" "Fajita" "n" "S4" 1992 NA NA 25
"1323" "Fajita" "n" "S4" 1993 NA NA 21
"1324" "Fajita" "n" "S4" 1994 NA NA 22
"1325" "Fajita" "n" "S4" 1995 0 NA 20
"1326" "Fajita" "n" "S4" 1996 2 NA 14
"1327" "Fajita" "n" "S4" 1997 20 NA 14
"1328" "Fajita" "n" "S4" 1998 48 NA 12
"1329" "Lookout" "w" "1166agai" 1991 NA 7.7 18
"1330" "Lookout" "w" "1166agai" 1992 0 7.7 17
"1331" "Lookout" "w" "1166agai" 1993 0 7.7 15
"1332" "Lookout" "w" "1166agai" 1994 0 7.7 13
"1333" "Lookout" "w" "1166agai" 1995 0 7.7 16
"1334" "Lookout" "w" "1166agai" 1996 0 7.7 15
"1335" "Lookout" "w" "1166agai" 1997 15 7.7 15
"1336" "Lookout" "w" "1166agai" 1998 3 7.7 13
"1337" "Lookout" "w" "1178agai" 1991 NA 7.5 10
"1338" "Lookout" "w" "1178agai" 1992 0 7.5 8
"1339" "Lookout" "w" "1178agai" 1993 0 7.5 8
"1340" "Lookout" "w" "1178agai" 1994 0 7.5 12
"1341" "Lookout" "w" "1178agai" 1995 10 7.5 13
"1342" "Lookout" "w" "1178agai" 1996 0 7.5 14
"1343" "Lookout" "w" "1178agai" 1997 8 7.5 7
"1344" "Lookout" "w" "1178agai" 1998 1 7.5 12
"1345" "Lookout" "w" "1197agai" 1991 NA 8.1 7
"1346" "Lookout" "w" "1197agai" 1992 0 8.1 7
"1347" "Lookout" "w" "1197agai" 1993 0 8.1 9
"1348" "Lookout" "w" "1197agai" 1994 21 8.1 11
"1349" "Lookout" "w" "1197agai" 1995 19 8.1 12
"1350" "Lookout" "w" "1197agai" 1996 17 8.1 11
"1351" "Lookout" "w" "1197agai" 1997 0 8.1 13
"1352" "Lookout" "w" "1197agai" 1998 8 8.1 10
"1353" "Lookout" "w" "126" 1991 0 9.8 16
"1354" "Lookout" "w" "126" 1991 0 9.8 18
"1355" "Lookout" "w" "126" 1991 NA 9.8 16
"1356" "Lookout" "w" "126" 1991 NA 9.8 18
"1357" "Lookout" "w" "126" 1992 0 9.8 18
"1358" "Lookout" "w" "126" 1992 0 9.8 16
"1359" "Lookout" "w" "126" 1992 0 9.8 18
"1360" "Lookout" "w" "126" 1992 0 9.8 16
"1361" "Lookout" "w" "126" 1993 0 9.8 12
"1362" "Lookout" "w" "126" 1993 0 9.8 14
"1363" "Lookout" "w" "126" 1993 8 9.8 12
"1364" "Lookout" "w" "126" 1993 8 9.8 14
"1365" "Lookout" "w" "126" 1994 25 9.8 11
"1366" "Lookout" "w" "126" 1994 25 9.8 10
"1367" "Lookout" "w" "126" 1994 11 9.8 11
"1368" "Lookout" "w" "126" 1994 11 9.8 10
"1369" "Lookout" "w" "126" 1995 39 9.8 15
"1370" "Lookout" "w" "126" 1995 39 9.8 12
"1371" "Lookout" "w" "126" 1995 25 9.8 15
"1372" "Lookout" "w" "126" 1995 25 9.8 12
"1373" "Lookout" "w" "126" 1996 0 9.8 10
"1374" "Lookout" "w" "126" 1996 0 9.8 13
"1375" "Lookout" "w" "126" 1996 5 9.8 10
"1376" "Lookout" "w" "126" 1996 5 9.8 13
"1377" "Lookout" "w" "126" 1997 0 9.8 15
"1378" "Lookout" "w" "126" 1997 0 9.8 18
"1379" "Lookout" "w" "126" 1997 5 9.8 15
"1380" "Lookout" "w" "126" 1997 5 9.8 18
"1381" "Lookout" "w" "126" 1998 14 9.8 16
"1382" "Lookout" "w" "126" 1998 14 9.8 15
"1383" "Lookout" "w" "126" 1998 17 9.8 16
"1384" "Lookout" "w" "126" 1998 17 9.8 15
"1385" "Lookout" "w" "128" 1991 0 9.4 15
"1386" "Lookout" "w" "128" 1992 0 9.4 7
"1387" "Lookout" "w" "128" 1993 3 9.4 10
"1388" "Lookout" "w" "128" 1994 18 9.4 7
"1389" "Lookout" "w" "128" 1995 0 9.4 10
"1390" "Lookout" "w" "128" 1996 12 9.4 9
"1391" "Lookout" "w" "128" 1997 0 9.4 14
"1392" "Lookout" "w" "128" 1998 9 9.4 11
"1393" "Lookout" "w" "130" 1991 0 6.7 12
"1394" "Lookout" "w" "130" 1992 0 6.7 10
"1395" "Lookout" "w" "130" 1993 6 6.7 8
"1396" "Lookout" "w" "130" 1994 9 6.7 10
"1397" "Lookout" "w" "130" 1995 2 6.7 11
"1398" "Lookout" "w" "130" 1996 0 6.7 8
"1399" "Lookout" "w" "130" 1997 2 6.7 13
"1400" "Lookout" "w" "130" 1998 12 6.7 11
"1401" "Lookout" "w" "131" 1991 0 6 12
"1402" "Lookout" "w" "131" 1992 0 6 12
"1403" "Lookout" "w" "131" 1993 0 6 7
"1404" "Lookout" "w" "131" 1994 2 6 15
"1405" "Lookout" "w" "131" 1995 26 6 12
"1406" "Lookout" "w" "131" 1996 4 6 11
"1407" "Lookout" "w" "131" 1997 0 6 14
"1408" "Lookout" "w" "131" 1998 10 6 12
"1409" "Lookout" "w" "132" 1991 0 4.9 13
"1410" "Lookout" "w" "132" 1992 0 4.9 10
"1411" "Lookout" "w" "132" 1993 0 4.9 10
"1412" "Lookout" "w" "132" 1994 4 4.9 7
"1413" "Lookout" "w" "132" 1995 12 4.9 9
"1414" "Lookout" "w" "132" 1996 0 4.9 15
"1415" "Lookout" "w" "132" 1997 5 4.9 15
"1416" "Lookout" "w" "132" 1998 3 4.9 12
"1417" "Lookout" "w" "133" 1991 0 9.6 11
"1418" "Lookout" "w" "133" 1992 0 9.6 20
"1419" "Lookout" "w" "133" 1993 0 9.6 14
"1420" "Lookout" "w" "133" 1994 14 9.6 12
"1421" "Lookout" "w" "133" 1995 11 9.6 9
"1422" "Lookout" "w" "133" 1996 17 9.6 11
"1423" "Lookout" "w" "133" 1997 0 9.6 11
"1424" "Lookout" "w" "133" 1998 0 9.6 20
"1425" "Lookout" "w" "134" 1991 0 7.5 12
"1426" "Lookout" "w" "134" 1992 0 7.5 8
"1427" "Lookout" "w" "134" 1993 0 7.5 8
"1428" "Lookout" "w" "134" 1994 0 7.5 8
"1429" "Lookout" "w" "134" 1995 33 7.5 10
"1430" "Lookout" "w" "134" 1996 12 7.5 9
"1431" "Lookout" "w" "134" 1997 0 7.5 12
"1432" "Lookout" "w" "134" 1998 10 7.5 9
"1433" "Lookout" "w" "135" 1991 0 8.4 14
"1434" "Lookout" "w" "135" 1992 0 8.4 11
"1435" "Lookout" "w" "135" 1993 0 8.4 7
"1436" "Lookout" "w" "135" 1994 11 8.4 8
"1437" "Lookout" "w" "135" 1995 4 8.4 10
"1438" "Lookout" "w" "135" 1996 4 8.4 12
"1439" "Lookout" "w" "135" 1997 0 8.4 12
"1440" "Lookout" "w" "135" 1998 0 8.4 10
"1441" "Lookout" "w" "138" 1991 NA 6.5 NA
"1442" "Lookout" "w" "138" 1992 NA 6.5 NA
"1443" "Lookout" "w" "138" 1993 NA 6.5 NA
"1444" "Lookout" "w" "138" 1994 NA 6.5 9
"1445" "Lookout" "w" "138" 1995 5 6.5 8
"1446" "Lookout" "w" "138" 1996 3 6.5 6
"1447" "Lookout" "w" "138" 1997 0 6.5 20
"1448" "Lookout" "w" "138" 1998 2 6.5 18
"1449" "Lookout" "w" "141" 1991 NA 7.8 11
"1450" "Lookout" "w" "141" 1992 NA 7.8 10
"1451" "Lookout" "w" "141" 1993 0 7.8 8
"1452" "Lookout" "w" "141" 1994 16 7.8 7
"1453" "Lookout" "w" "141" 1995 7 7.8 13
"1454" "Lookout" "w" "141" 1996 11 7.8 9
"1455" "Lookout" "w" "141" 1997 0 7.8 15
"1456" "Lookout" "w" "141" 1998 19 7.8 12
"1457" "Lookout" "w" "142" 1991 0 7.4 13
"1458" "Lookout" "w" "142" 1992 0 7.4 14
"1459" "Lookout" "w" "142" 1993 0 7.4 13
"1460" "Lookout" "w" "142" 1994 15 7.4 12
"1461" "Lookout" "w" "142" 1995 16 7.4 11
"1462" "Lookout" "w" "142" 1996 12 7.4 14
"1463" "Lookout" "w" "142" 1997 0 7.4 17
"1464" "Lookout" "w" "142" 1998 20 7.4 15
"1465" "Lookout" "w" "143" 1991 0 9.9 18
"1466" "Lookout" "w" "143" 1992 0 9.9 32
"1467" "Lookout" "w" "143" 1993 0 9.9 16
"1468" "Lookout" "w" "143" 1994 0 9.9 16
"1469" "Lookout" "w" "143" 1995 95 9.9 14
"1470" "Lookout" "w" "143" 1996 15 9.9 10
"1471" "Lookout" "w" "143" 1997 0 9.9 20
"1472" "Lookout" "w" "143" 1998 17 9.9 12
"1473" "Lookout" "w" "144" 1991 0 7.4 14
"1474" "Lookout" "w" "144" 1992 0 7.4 12
"1475" "Lookout" "w" "144" 1993 0 7.4 13
"1476" "Lookout" "w" "144" 1994 0 7.4 10
"1477" "Lookout" "w" "144" 1995 9 7.4 14
